class,text,argtypetext,argtypetextstart,argtypetextend 
1, the case of uganda raises interesting debate.,,,
3,Tax revenue is collected from those who works,"Unemployment is clearly a global problem, be it in developed countries or developing ones. However, I tend to believe it is the responsibility of these disadvantaged citizens, rather than the government, to help them out.",364,409
0," myanmar has continuing economic and political relations with many other countries , including members of the asean , and significantly , china , which is also the source of a large proportion of foreign investment in myanmar .",,,
1, latin was the language of much academic discussion until the eighteenth century; it was used since it could be understood by all “educated” people.,,,
3,these negative things objectively exist on this planet,"Innovative artists bring enjoyment and inspiration to our sometimes tedious life; however, some people deem that artists have been entrusted with too much freedom and power and should be restricted by the government. It is my personal belief that freedom of expressing thoughts and ideas should always be eulogized and it's rather iniquitous to impose a shackle on artists' will to create.",1785,1839
1, it is also difficult to establish that the value of sponsorships is tied to the existence of this kind of legislative protection.,,,
0," better to give teenagers the full facts about sex rather than obscuring it from them , causing them to be misinformed .",,,
0, advertising leads to many people being overwhelmed by the endless need to decide between competing demands on their attention -- this is known as the tyranny of choice or choice overload .,,,
1,universities provide higher education to people who have completed school and most also act as centres for academic study.,,,
0, political participation is good and we should care about the low voter turnout in elections that has been caused by first past the post .,,,
1,extremist political movements may also be identified by their intransigent or inflexible adherence to political controversial ideologies.,,,
1,- timothy garton ashdebaters’ notethis motion expands from the egregious specifics of this particular case.,,,
0, they need not prevent the creation of controversial and challenging forms of free expression either .,,,
0, all of this has contributed to an average gdp growth of 4.8 % in the past ten years .,,,
1,"the united states has not ratified the rome statute, the treaty that underpins the international criminal court.",,,
3,"Take Thailand for example, in the Vietnam War, many American soldiers came to Thailand for a break and involved in sexual and drug activities, these huge demands caused many local businesses opened and expanded, even illegally involved in under-age prostitutes to maximise their profits","The last 50 years have seen a significant increase in the number of tourist travelling worldwide. While some might think the tourism bring large profit for the destination countries, I would contend that this industry has affected the cultural attributes and damaged the natural environment of the tourist destinations.",533,819
0, abusive training methods are a huge failure on the part of the iaaf and as such they must use the most powerful disincentive possible to them .,,,
0,  putin is the strong leader that russia has been waiting for .,,,
1,"most police officers in the united kingdom, ireland, norway, and new zealand (as well as in some other, smaller countries) are routinely unarmed, whereas in the rest of the world, policemen are routinely armed.",,,
1,"while the eu does not have a regulated system some of the countries have certain exemptions for advertising: in france, dtca (direct to consumer advertising) of non-prescription medicines is permissible only if purchasers are not reimbursed by the social security system.",,,
0," innocent chukwuma , an election monitor who has observed elections in nigeria and the uk said , of the uk system , `` if you had this system in nigeria , the outsiders would say the potential for abuse would be massive . ''",,,
0, the new constitution and the elections that resulted in the current civilian government being appointed represent a marked shift in its governance structure .,,,
0," there is a fundamental principle that men and women should be considered equal in all walks of life ; and as such should both have an equal role in the military , including being in combat .",,,
4,it is a dramatically cruel activity to humanity if the latest foods or medicines are allowed to sold without testing on animals,"With the rapid development of the standard of people's life, increasing numbers of animal experiments are done, new medicines and foods, for instance. Some opponents says that it is cruel to animals and nature, however, I believe that no sensible person will deny that it is a dramatically cruel activity to humanity if the latest foods or medicines are allowed to sold without testing on animals. In my essay, I will discuss this issue from twofold aspects.",320,447
0," the threat of global nuclear destruction peaked during the most perilous years of the cold war during the 1950s through the 1970s , and it gradually subsided thereafter .",,,
0, as a result many indigenous australians no longer have a strong link to their native cultures and languages .,,,
0, household technologies becoming more available have gone hand in hand with the development of more sophisticated farming and industrial techniques .,,,
1," by embracing and empowering these different groups, the arab world’s new rulers will be planting the seeds for stable governing bodies that will better withstand both internal and external threats.",,,
0," every time a life is extinguished , some amount of present and future good vanishes from the world .",,,
0," the permanent five , as the group of nations granted the most constitutional power in the united nations , should contribute a proportional amount of resources to the institution .",,,
1," that is, the use of physical punishment to chastise one's spouse or employee has long been deemed illegal harassment in almost all nations, particularly democracies.",,,
1, however numerous critics fear that active encouragement of condom use advances the onset of sexual activity among young people.,,,
0, weapons in the hands of more people will thus not result in the greater risk of their use .,,,
1, studies have also found that higher taxes on alcohol can noticeably reduce the number of accidents and violent incidents.,,,
1, “proposals of this type often tend to focus on one particular musical genre.,,,
0, this is because increased coverage will make sport seem like a worthwhile activity for girls and women .,,,
0," those who have , like moussa from timbuktu , clearly welcome the intervention , he told a french radio station `` we have been suffocating and , france , has given us a breath of oxygen .",,,
0," 1the national lottery , accessed 31/5/11 .",,,
0," when crime is committed , it is a failure of the state .",,,
0, this too is now close to being finished .,,,
0, the bbc would quickly be left with a content either devoid of interest or of content were it to allow such a veto to become normative .,,,
0," such is already the case with many kinds of strategic technology , especially weapons technology .",,,
1, if energy always existed then matter is eternal if they didn't then shouldn't something have to account for their existence in a logical sense?,,,
1, previous debates and concern have drawn upon a range of concerns from medical intervention to contraceptive distribution.,,,
1," george w. bush signed a partial-birth abortion ban into law in 2003, and this was found constitutional inby the us supreme court in planned parenthood federation of america v. gonzales (largely reversing the court's decision in acase on state law).",,,
1," oxford and cambridge would still be allowed to demand people achieve the highest grades possible to gain entrance, and given the high level of demand that exists per place at each of the universities it should still be possible for both to only take in students of the highest academic calibre.",,,
0, the advantage would be less political marketing and room for better democratic discussion .,,,
0," the drugs market is complex and so advertising can help explain the differences between treatments , for example between contraceptive pills intended to reduce period pain , period flow and those simply to prevent pregnancy .",,,
0," governments can only gain from liberalisation in multiple sectors , including airlines .",,,
1," in the aftermath of 9/11, many minority muslim communities in western countries view attacks on the hijab as part of a wider attack on islam conducted in tandem with the 'war on terror'.",,,
0," the privations of prison make prisoners more , rather than less likely to engage in violent or exploitative behaviour .",,,
0," this is particularly true in the united states , where in several states the majority of people does not accept evolution , but have instead adopted creationism , considering the evidence for the latter to be more convincing .",,,
0, dictator obiang himself is worth an estimated $ 700million or the equivalent of about% of gdp .,,,
0, over% of the country 's imports are orientated towards meeting its fuel demands .,,,
0,"  the eu is one of the world 's largest trade blocs , has the world 's largest gdp , and represents almost half a billion people .",,,
0," volunteers are needed in many spheres of education such as ptas , parent-teacher associations , classroom assistants or organisers of school trips and sharing skills , news talk radio ,.",,,
0, even if this infringes on some of their rights .,,,
1," at least 90% of abortions are performed in the first trimester, when other procedures are more appropriate.",,,
1, are handguns particularly conducive to gang violence because they are concealable?,,,
0," no matter what a sportspersons motivation is , whether it is the pleasure from winning or the money a player always needs to be in top form .",,,
0, an overemphasis on such spinning off of similar products is the result of patent-generated inefficiency.,,,
0," the success rate ranges from 0.1 percent topercent , which means that for everytries , only one toclones are made .",,,
0, around one third of children in developing countries is estimated to be underweight or stunted .,,,
1," however, this in itself leans towards an admission that televising court cases could distort justice.",,,
0," the original values of the labour party were `` the common ownership of the means of production , distribution , and exchange '' and even today the labour party aims to `` serve the public interest '' as well as to create `` a just society , which judges its strength by the condition of the weak as much as the strong '' , `` an open democracy , in which government is held to account by the people '' , and `` a healthy environment '' .",,,
0," against that background , when a flat out lie can be broadcast around the world in seconds , clearly a different legal and regulatory framework is needed from the old days of print where an apology was actually relevant -- however begrudgingly given .",,,
1,"federal systems of government are characterised by two principles - the idea of subsidiarity, which relates to the distribution of powers between the different levels of government, and democracy, which relates to the way in which decisions are taken at any given level.",,,
1, questions over whether the detainees can bring forward a writ of habeas corpus to force a hearing on their state are also intrinsic to the debate.,,,
1, nothing in the eu treaties deals with what would happen should a region within the eu become independent.,,,
0," gangsta rap does all of these things , yet legal responses to the publication of songs containing such lyrics as `` rape a pregnant bitch and tell my friends i had a threesome , '' have been timid at best .",,,
0, perhaps as damaging as the humanitarian consequences of the failure to intervene is the message it sent to other leaders considering solving their political and ethnic problems in a similar manner to khartoum .,,,
1,"it is typical for prisons to be viewed by judiciaries as an adequate punishment and vehicle for rehabilitating violent criminals, who have committed offences such as murder, rape, assault or aggravated muggings.",,,
3,Safety is a problem in every environment and especially school,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",551,613
0," turkey was promised a chance to join the eu by a unanimous vote at the helsinki summit in, when its candidacy was unanimously accepted after three decades of consistent turkish requests .",,,
1," additionally, the laws may differ in the conditions they place on someone’s running for office.",,,
0, the vast majority of conflicts in africa have been internal .,,,
4,people can know more about the planet earth itself,"For many centuries, outer space has been one of the most favourable realms of study. Space expeditions have been launched and many have been successful. However, a lot of people still consider space exploration as an act of wasting money, to illustrate, astronauts only brought useless rocks back to planet earth despite the large sum of money spent on their equipment. On the other hand, there are some reasons for human beings to travel to outer space.",810,860
1, the internet changes this relationship fundamentally.,,,
0," trust is essential in all sorts of aspect of our lives ; we trust that the paper money we have is actually worth more than a scrap of paper , that doctors performing surgery know what they are doing , that we wo n't be attacked in the street , and that the government is looking after our interests .",,,
0," families suffer terribly when a husband , mother or son is an alcoholic or violent drinker .",,,
1," in this case, under the rules for informed consent, the patient must be ‘aware of’ and have ‘genuinely understood the hazards and benefits of various methods of contraception.’",,,
0, 1999 .,,,
0," at the same time the curatorship of institutions such as the british museum is being called into question , as it becomes apparent that controversial cleaning and restoration practices may have harmed the sculptures they claim to protect .",,,
4,the advantages of building a factory will outweigh its disadvantages,"Nowadays, whether to establish large factories nearby housing areas has become a controversial issue in our society. Out of the case of economic development, industrial buildings are a necessary part of modern society. However a vast number of people are against building a factory near their community because of pollution. From my point of view, the advantages of building a factory will outweigh its disadvantages, if we tackle the environmental problems brought by factories.",376,444
0," second , in cases where umpires ' incorrect judgments could have very bad consequences -- for example , in the case of armando galarraga 's ruined perfect game , or in deciding the outcome of a crucial game -- instant replay will allow a reversal .",,,
1, attempts a few days later to evict these protestors resulted in injuries to several people; again the result is a surge in the protests rather than the unrest dying down.,,,
0, anything that makes editors pause and consider whether they have something that might actually pass for news might do a great deal to pull large chunks of the british media -- along with the readers they claim to serve -- out of the gutter .,,,
1, on december 10thchang retreated to the island of taiwan.,,,
0," it is wholly possible that many people , ensured of a seeming labour victory , then decided to vote for the conservatives tactically to ensure that there would be a balance in the house of commons -- or even out of sympathy , the ` underdog effect ' .",,,
4,"If they could get free financial help from the government, they might end up with out any motivation to work at all","Unemployment is clearly a global problem, be it in developed countries or developing ones. However, I tend to believe it is the responsibility of these disadvantaged citizens, rather than the government, to help them out.",792,907
0, a pupil does not opt into the practice of prayer - the practice typically takes place in the context of an assembly at which attendance is compulsory .,,,
0, the government will be paying the temporary workers .,,,
0," the second millennium development goal is to achieve universal primary education and to ` ensure that , by, children everywhere , boys and girls alike , will be able to complete a full course of primary schooling ' .",,,
0," handguns , being ranged weapons , as opposed to knives , prevent people from opting to run away if they are confronted by an attacker and being concealable prevent any attempt at avoiding those carrying them .",,,
1, or can children develop equally well- or sometimes better- with support from others in addition to their mothers?,,,
0," thus recognizing something like a property right over intangible assets is contrary to reason , since doing so gives monopoly power to individuals who may not make efficient or equitable use of their inventions or products .",,,
0," for a large area of the european union , there is not the potential to exploit solar power as there are not enough hours of sunlight .",,,
0, that may sound like something that anyone could sign up to but the reality is not so simple .,,,
4,"the number of people reading newspapers may continue falling sharply, possibly leading to the close-downs of many in the coming time","The internet has been more and more popular for recent years, providing people with a huge source of information. As a result of this, print media such as newspapers have experienced a dramatic decline in the number of readers. Some people, however, still believe that they can exist for long time; others disagree, arguing that newspapers have lost their competitive advantage to sustain their prolonged existence. Personally, I am inclined to agree with the latter view for following reasons.",1706,1838
0, the second way in which this helps the economy is that it is investment .,,,
0," let 's be clear , with the best will in the world , there will be a spill ; difficult and unpredictable conditions , gruelling tests for both the machinery and the engineers that manage it , and a track record that leaves a lot to be desired in far more habitable and accessible environments .",,,
0, data breaches have been rapidly increasing and although the total number declined frommillion exposed records intomillion inthis has increasingly been due to hacking rather than simple negligence .,,,
1," latin remains the formal language of the roman catholic church, and therefore the official language of the vatican; it is not, however, used in everyday business.",,,
0," the technology will likely be in the hands of many nations very soon , as the united states has already provided the technology to japan and australia , and will be building defense batteries in romania from, mcmichael  .",,,
3,Not to mention it would create tons of jobs and people in prison for marijuana crimes would be released,Is marijuana as bad as society makes it out to be? Since the 1930's marijuana has been illegal in the United States. That being said it's somehow America's number one cash crop. Users of the drug aren't the only ones who support cannabis; many of us who do not indulge are pro-legalization because we see that prohibition does more harm than good.,709,812
0, 56 % of ama general practitioners believed that direct-to-consumer advertising had prompted some of their patients to seek treatment for a condition which would have otherwise been neglected .,,,
0," currently in the uk , purity of illegal amphetamine is normally under% , and some tablets sold as ecstasy contain no mdma at all .",,,
0," sometimes i feel in a less than privileged position by not having the opportunity , to use technology , but that 's where we are .",,,
0," if we do not , we shall find ourselves acting as a recruiting sergeant for the very terrorists we seek to suppress . ''",,,
0," the ten years before the removal of ben ali saw the number of tourists to tunisia rise from five to seven million , whilst morocco rose from five to nine million2 .",,,
1," in many of these communities, military participation by boys as young as twelve is considered a necessary measure for the protection of isolated settlements and an important marker of a boy’s passage into manhood.",,,
1,a consideration of this word “able” is particularly pressing as it pertains to those with disabilities.,,,
0, law-abiding citizens who have not and do not intend to commit any crimes should not have a problem with this motion .,,,
0, extremist groups have been able to use the internet to a remarkable extent in promoting their beliefs and recruiting new members .,,,
0," by often demanding that violence cease before negotiations can take place , the us and israel give a veto over negotiations to hamas , who are the perpetrators of violence .",,,
0, the resolution of a no fly zone passed by the security council weakened and prevented government forces from killing people and destroying cities using air strikes  .,,,
0," expanding shale gas extraction would be very damaging to the environment as the process requires a large number of small wells to be drilled in each gas field , ohio for example has 80,000 fracked wells , by comparison only 10,000 have been drilled in the uk part of the north sea since.",,,
1,"a textbook entitled new history textbook (atarashii rekishi kyokasho) was published by a committee consisting of conservative scholars in 2000, and was approved as a social science textbook for junior high schools by the ministry of education in 2001.",,,
1, under this system each constituency (a defined geographical area) elects its own representative(s) from among a group of rival candidates competing only for that constituency.,,,
0, murdoch himself has claimed `` someone took charge of a cover-up we were victim to and i regret that . '',,,
0," not only are the largest recipients of cap western countries -- france , spain and germany - also the payments per hectare of arable lands differ significantly between new and old members of eu .",,,
1," inthe church of scotland was also split over the appointment of an openly gay minister, scott rennie, in aberdeen where the church ultimately decided to lift its ban on gay priests.",,,
0," expansion of the eu to include poorer east european and baltic states was prompted partly by this aspirational goal -- and by the large , low cost labour markets that those states contained .",,,
0," if some dress differently to others , deliberately identifying themselves as members of one religion , this can harm the unity and ethos of the state .",,,
0," for example in a recent study% of women with health insurance knew their cholesterol level , while only% of uninsured women did .",,,
1," many graduates go on to do jobs that don’t require any degree at all, let alone their particular degree – so, once again, why focus on this particular collection of degrees.",,,
0, such restrictions go against the human rights to privacy and of freedom of expression .,,,
0, yes chemical weapons use is horrific but their use in syria has caused far fewer casualties than conventional weapons .,,,
1,"  and, teachers might be rewarded for taking on additional duties or responsibilities.",,,
0, mobile phones allow the use of services such as agro-info and mobile banking to further their businesses .,,,
0," the most popular surgeries include breast augmentation , liposuction , nasal surgery , eyelid surgery and abdominoplasty .",,,
0, many matadors are gored each year .,,,
3,"The clearance of minority of language means that a national traditional, customs and habitants do not exist","It is certainly true that some languages are disappearing day by day over the world. Some people, therefore, harbour a view saying that governments should preserve those by spending some budgets on them. But the others do not believe it is possible. In my opinion, this viewpoint needs to be examined thoroughly and this essay will discuss this issue.",606,713
0," if the french language is protected , it will not only be protected against english but against becoming degraded into a language littered with wrong usage ; good french will be upheld and defended against bad french .",,,
0," precedent is that if a company produces food that is poisonous or a car that fails safety tests , the product is immediately taken off the market .",,,
0, it is the developed world that has the capability to combat climate change .,,,
1, they argue that racial separation is not racist if it is carefully designed to benefit a disadvantaged minority.,,,
0," evidence from mali indicates startup capital provided has ensured better food security , women 's empowerment in the financial decision-making of households , and crucially , a sense of community bond among the women , oxfam  .",,,
1," in australia one in three students attends private schools (econrsss), a large growth from the one in five that attended private schools in the 1970’s.",,,
1,most controversial however is the enshrinement of war criminals.,,,
0," we thus see that not only does universal health coverage inherently decrease costs because of preventative care , much of the cost can be avoided if implemented wisely and incentivized properly .",,,
0, a favorable treatment towards the large immigrant groups will be seen positively by the country the immigrants come from .,,,
1,"yet in spite of the existence of anti-ambush marketing laws, ambush marketing by the major competitors of event sponsors remains common.",,,
0, these views about appearance are damaging because it leads to seriously unhealthy lifestyles that women think they need to look beautiful .,,,
1," they shall destroy the coca bushes if illegally cultivated”, and that, “coca leaf chewing must be abolished within twenty-five years from the coming into force of this convention”.",,,
1," under the line item veto act president clinton vetoeditems of spending from theappropriations bills, representing $1.9 billion of savings over five years; in one case congress overrode his decision by majority votes in each chamber.",,,
1, intergovernmentalists believe that the requirement is enormously important to preserve the sovereign nature of the culturally different members of the eu.,,,
1, out of theeu member states the uk currently ranks 15th1.,,,
0, in many countries corrections or clarifications in newspapers are buried away in the depths of the middle pages and are unlikely to be spotted by anyone other than the most ardent reader .,,,
1," and it will ban the same for big clips, drums or strips of more thanbullets.""",,,
1, init was the cause ofmillion deaths; a decade later it was totally eradicated from the planet by a concerted global vaccination program.,,,
0," in fact , it is common practice for journalists to quote think tanks without labelling their political bias .",,,
0, the existence of such a military rival would therefore force the united states to increase its investment in its state department and diplomatic solutions to political crises .,,,
0, the most recent example of this problem is the need of recapitalization of banks in cyprus .,,,
0, manifest destiny : a study of nationalist expansionism in american history .,,,
0, quickly because there is usually consensus between the president and congress about proliferation issues .,,,
0," we already give films , dvd 's and games an age appropriate rating .",,,
0, there was no space to question policies and ideas that were encouraging genocide by manipulating people to believe it was right path for rwanda .,,,
0," a very small , but vital , step in terms of openness .",,,
0," in uganda initiatives , such as insstep , provided capacity training to teachers and headteachers .",,,
1," the icc as an independent international organisation, outside of the united nations system running on funding from state parties is able to conduct its own investigations, but still needs cooperation from the states parties for the arrest of those who violate international criminal law.",,,
0," habeas corpus was also suspended briefly in the hawaii during world war ii , immediately after the attacks on pearl harbour .",,,
1, inthe british high court ruled that the islanders should be allowed to return to the outer chagos islands.,,,
0," however , these do not work together with nuclear power plants .",,,
0," the existing eu architecture worked fine for a community of six states , and even for a group of twelve , but it is now desperately out-dated and unsuitable for a union ofor more .",,,
1, in doing so it may have changed that norm.,,,
0, old socialist-style economic models of tight economic regulation and central planning are unsustainable .,,,
0," hindu scriptures similarly often state that one must worship his or her mother first , vanparva313 .60 , apastamba dharmsutra i. 10.28.9 .",,,
0," this policy will reduce the harms that are associated with a lack of sex education -- not just in terms of stis and pregnancy , but also misinformation and ignorance .",,,
0," norwegian scholars have found that the increased number of women on boards has led to more focused and strategic decision-making , increased communication , and decreased conflict .",,,
0, new york : monthly review press .,,,
0," 2 george myles and matthe cahoon , `` canada and nafta : a 10-year measure of success , '' bnet , january.",,,
3,they have to rely on natural resources to maintain their living standards,"Currently, a great number of countries have pushed forward their economies by developing national industries. However, some people are worried that the economic targets in industrialized countries may be attained at the expense of the ecosystems. From my perspective, I think flourishing economies can go hand in hand with environmental preservation.",627,700
1,"in the context of federalism, subsidiarity is invoked as the reason for allocating decisions to one level of government rather than another.",,,
0, the borders of states that gain independence are set by the administrative boundaries that the colony had prior to independence .,,,
1," there have been some immense estimates that there could bemillion climate refugees by– but even if this were to happen the vast majority would be internal refugees, and not members of a disappearing state.",,,
1, protesters argue “he's [erdoğan] a dictator.,,,
0," western notions of inviolate childhood , free of worry and violence , are merely a cultural construct .",,,
0," those threatened by such courts may refuse to lay down their arms , jeopardising any chance of a lasting peace settlement - as with joseph kony 's long-running rebellion in northern uganda .",,,
0," september 11th brought a change in how the united states dealt with the autocratic rulers of central asia , bringing policy more into line with moscow 's interests .",,,
0," the genetic damage created by nuclear tests has killed , and will kill many innocent people .",,,
0," the core of this is the idea of ownership over our income , and that the state should not be able to restrict our spending this income by banning products such as private education .",,,
0, the ` rehabilitation ' of afghanistan 's infrastructure has not been an immense success due to the continuing bombing campaign which inevitably damages infrastructure but there have been big economic benefits from the nato presence .,,,
0," for the community it means keeping their own customs and identity alive , in a few cases this may actually be contributing to conserving a language .",,,
4,"Art is not the key determination of quality of life, but education is",My view is that the government should give priorities to invest more money on the basic social welfares such as education and housing instead of subsidizing arts relative programs.,229,298
0, heatstroke can potentially cause death .,,,
0, security council expansion would make the un much more democratic as there would be more participants representing more of the people of the world present in closed meetings and informal consultations .,,,
0," the process will not be swift , but it is plausible and not a stretch considering the success of previous start treaties and the example of the international atomic energy agency as an independent body charged with verifying nuclear installations .",,,
0, this means the biggest historical emitters have a responsibility to pay for the consequences .,,,
1," when captured, their members (or suspected members) wear uniform and represent no sovereign state, posing problems for those holding them.",,,
1,"the united states however says that it does have red lines, which if crossed, will result in more us action.",,,
0," far from being an 18th century affectation , these structural limitations on government powers were designed to protect individual liberty .",,,
0," many dictators , including in africa have become very rich indeed .",,,
1," this may be done either via targets (aiming to get a certain percentage of female candidates) or by quotas (requiring a certain number of women politicians), which are legally enforceable but inflexible.",,,
1,"it is estimated that about 3,000 partial-birth abortions were performed per year in the united states in the 1990s (though this represents around 0.2% of the total number of abortions).",,,
0," the forms of blasphemy law that were maintained in the legal systems of western liberal democracies throughout the twentieth century criminalised only the most extreme and intentionally provocative forms of religious expression -- images of religious figures involved in humiliating or sexualised scenarios ; statements about a religion that amounted to hate speech ; and words that were intended to mislead and deceive the naïve , credulous or doubting .",,,
1,"  though the decision to adopt this limited degree of instant replay was a watershed in baseball history, many are calling for the sport to embrace instant replay more thoroughly by permitting it in a wider variety of situations.",,,
1, 70% of this debt was owed to the world bank and the remaining debt was owed to the imf and the african development bank.,,,
1," theun mercenary convention outlawed the practice, with other states creating their own legislation to prevent their citizens from becoming hired guns.",,,
0, `` self-defense and subjectivity '' .,,,
0," forming close ties with resource extraction firms and manufacturers is a popular development strategy for many poorer states , but it offers significant disadvantages in comparison to tourism .",,,
0, the vast majority of members of the government when visiting yasukuni do so only in a private capacity and not as representatives of the government .,,,
0," sex workers will be recognised as citizens , contributing to national wealth .",,,
0, this means they are much more likely to be able to reach their full potential in the economy .,,,
0," the model is for rolling out a tax for all , on a commodity used by all .",,,
0, therefore the level of exposure is minimised .,,,
3,"they assure security in schools, makes students healthy, and will make students obey school policies in the future","Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",2538,2652
0, in the case of the au its first stated objective is `` achieve greater unity and solidarity between the african countries '' .,,,
0," as such , the government has a duty to intervene to ensure that individuals are safe .",,,
0," when the state fights back the by the terrorists response is almost always more bloodshed using more and more extreme methods for example the first intifada was fought using sticks and stones , but when this , and the peace process that followed it failed , or rather did not show the results that was hoped for , the second was a major step up to suicide bombing .",,,
0, there is a strong precedent for letting ukraine and georgia join nato .,,,
1,"during one of the democratic primary debates leading up thepresidential election, then senator barack obama was asked whether he would meet with the leaders of iran, syria, venezuela, and cuba, without preconditions.",,,
0, so what if celebrities have double-standards ?,,,
3,They all enrich our daily lives,"Over the last half century the change in the life of human begings has increased beyond our wildest expectations. There are countless new technological equipments flooding into our lives, such as the Internet, television and cell phone. They all enrich our daily lives.Now, many students learn from Internet after class and they find it quite helpful.",282,313
0," taking the case of south africa forced evictions , in cities , have been central in promoting its new image .",,,
0," it would be able to provide an african solution to african problems , with no accusations of external interference or colonialism .",,,
1," this has resulted in innovative models, and thinking, on healthcare.",,,
0," in this case the mother 's choice to look after the child at an early age is merely a practical one , and if during this time a closer bond develops between mother and child , then it seems easier that they should continue to care for the child .",,,
1," these alternative punishment will probably follow the standards already set up, but you may wish to argue that they will be increased – for example, fines will be increased, community service hours will be longer, education or training programmes will be more vigorous and so on.",,,
1," he has also started the proliferation security initiative, an informal arrangement between the us and its allies to share intelligence and intercept suspect cargoes at sea.",,,
0," if we recognise the principle of self-determination as key , however , it is clear that it is the view of the inhabitants that should decide its future .",,,
0, equally both groups bring prestige for korea as a nation .,,,
1, all of these points present an interesting question.,,,
0, only a decentralised price system can achieve this via the institution of private property and associated duties and rights .,,,
0, similarly in other international institutions while the prc does not wield as much power as it does in the un it still has considerably more influence than taiwan ; this includes over some organisations that provide aid such as the world bank and imf .,,,
0," because all humans everywhere possess at birth a drive to survive and all share these requirements , they are clearly fundamental to our nature and we have a right to their fulfilment and protection .",,,
0," given the rising economic and military clout of both powers , a future conflict is becoming ever more likely , and they already fought one war against one another in.",,,
0," debates hinge around both the efficacy of anti-ballistic missile technology, and whether their implementation will create conflict or be a tool for peace.",,,
0, continued reliance on drm inhibits the industry shift towards new models of content management for the future .,,,
0, the us would stand to lose out as it is currently the country with most control over internet governance .,,,
1, the reason for this is to reduce resistance.,,,
0, quite rightly nobody would really miss this if it vanished tomorrow .,,,
0, it is often unclear whether extremist political organisations are likely to become violent or to engage in provocative acts of hate speech .,,,
0," convictions in us courts would probably be seen internationally as having more legitimacy than those obtained through the current system of military tribunals , which is often viewed as rigged against the defendants .",,,
0," this examines whether eritrea or other actors are responsible for the state’s isolation.1) united nations general assembly, ‘resolution(v) eritrea’december 19502) cousin,t. ‘eritrean and ethiopian civil war’, november 19973) lauterpacht,e. ‘sixteenth report on the work of the commission’february 2005eritrea was responsible for instigating the war against ethiopia , making it liable for its increased isolation .",,,
1," it is certainly true that the european union has played a role in maintaining peace in europe, although many would argue that nato has made as important, if not more so, a contribution to this.",,,
1,"the biggest project is the proposed $50 billion grand inga dam which would generate up to 40,000mw.",,,
0, part of the state 's role is to balance these sets of incommensurate rights .,,,
0," states have the right to use war to restore a just peace , to help the innocent , or to right a wrong .",,,
0, handing down a standard national test from the top is bound to end up with a `` one-size-fits-all '' result that does n't suit the weakest or the best students .,,,
0, moreover an intervening force would not need to destroy every missile and artillery brigade only find those that are being issued with chemical weapons .,,,
1," for example, if we were testing a new drug for cancer (let’s call it newafex) we would get a big group of people, give half of them newafex, and the other half would receive the best current treatement (whatever drug they would have had if newafex didn’t exist; let’s call it oldafex).",,,
1, so it is a good time to consider if nato has been successful.,,,
0," frequently , incidents of abuse reported by children are not investigated , or the cases abandoned as the abuse is written off as a case of `` legitimate punishment '' .",,,
1," debate about the teaching of history in schools is particularly prominent and heated in east asia: china and south korea object to modern japanese textbooks, approved by the japanese government, which sometimes omit or marginalize atrocities committed by japanese soldiers in the 1930s and 1940s.",,,
1," however, despite being given a platform to avoid language death, these minority languages in the british isles are not considered “foreign” and their presence does not encourage nor empower the students in the uk and ireland to learn yet more languages.",,,
0," either conduct is criminal , or it is not .",,,
0, both licit and illicit resource extraction have caused ecological and environmental damage in africa .,,,
0," this will ultimately create a better image and a greater influence in the region if they choose to respond positively to the people 's charter movement in lesotho , a social structure pleading for annexation .",,,
0," but , this is unrealistic .",,,
0," this makes a mockery of the us claim to be a guardian of international law , not only in its dealings with cuba but also in the negotiations over the future of iraq .",,,
1, this fund would be out of reach of politicians and only give back a certain amount per year – such as just the profit from the investments.,,,
0, tunisia is already being undercut on prices by other countries despite its low fees .,,,
1," in a similar way, there is anxiety as to the freedom to bring sikh kirpans' to school because they are ceremonial daggers.",,,
0," year-round schooling would not get rid of problems like these , of course , but it might help to reduce the level of such behaviour by giving young people something to do .",,,
0, having had free reign to develop foryears the developed nations need to take responsibility for thoseyears of irresponsibility while giving the developing world longer to clean up its act .,,,
